Month_Period,Apparels & Footwear,Daily Essentials,Dining,Education,Entertainment,Medicines,Others
2019-11,10.767618240060298,36.4032763331449,25.986609666478238,2.814973148671566,10.319801677030336,3.7223831731675143,9.985337761447145
2019-12,6.422760937310292,33.94512121089481,24.58647225129074,4.593757046304701,9.374259234633996,4.697536467336945,16.38009285222851
2020-01,8.848788492254215,41.00217008199706,14.622323201429243,2.9266978342872956,15.450546889791877,5.218634547511202,11.93083895272911
2020-02,9.721236041053825,37.65319107734017,22.922641387641434,4.161402764586004,11.71813763912839,2.498317088239905,11.325074002010274
2020-03,4.45886399054221,44.66118544790155,18.794333387070772,5.531933473050675,7.23473856735988,6.634558546939654,12.684386587135258
2020-04,6.062910208688836,43.149164920470724,26.167593550421593,3.875818207003056,6.574538252743074,5.138384186685293,9.031590673987427
2020-05,6.349929716233303,41.675064346553526,20.406041194631474,10.080746099090483,6.049538822955513,7.45007926981906,7.9886005507166375
2020-06,4.490266784078554,46.94056761104524,18.5258248759058,2.013794256984449,10.953496037348787,5.2783694834040915,11.79768095123307
2020-07,5.588628198643373,32.49419607537969,22.4369998573337,2.29355537398026,14.311505388895373,3.8216411812769935,19.053473924490618
2020-08,3.5532968342117734,39.823578851455906,17.32818051617194,7.638632513543165,10.167388008703233,8.909817844771382,12.579105431142601
2020-09,5.813027000436496,36.808447249724594,21.45438840812669,4.65919772375073,9.69784730930985,6.3382087008335,15.228883607818139
2020-10,7.249655465346855,39.61675280994845,19.864125228246994,6.732795774631631,7.463878686867055,7.888400782099433,11.18439125285958
2020-11,8.962601056021734,45.81140591109261,18.263917796814408,2.264093070131236,6.435159827355783,4.042679052647722,14.220143285936507
2020-12,13.708598358764789,38.67558690087774,15.540322314866692,5.1491282997726,10.59860044601171,5.019938700853574,11.307824978852892
2021-01,8.879775283302633,42.026343882438766,17.611721893832915,2.2082309122376897,8.053774551646974,4.3954962529389245,16.8246572236021
2021-02,4.826314106878449,36.69950531700094,28.72484520123839,2.267717727823395,10.644518104724728,4.573083524027459,12.264016018306636
2021-03,9.79373970611331,40.312571730017275,18.763968477048408,3.2964599097158183,8.33175611190084,4.434274162696767,15.06722990250758
2021-04,9.388686302010285,41.94053295932679,18.515568022440394,3.4494623655913976,13.159794296400188,4.948854604955587,8.597101449275362
2021-05,11.849408018929477,40.85539307369099,18.488425704418326,4.77912712151923,7.435865092690055,5.24344732194897,11.348333666802954
2021-06,8.639296780034556,41.91690202316413,21.22356522711451,2.1142407814196416,8.684564581462203,5.758930020668088,11.662500586136872
2021-07,9.078955243980905,37.249921441290454,20.27338430920708,3.4408714779511884,9.50448158733484,5.321978482395368,15.130407457840159
2021-08,6.803562388799021,37.44317310498692,23.55737599493443,4.43550714242135,10.130481311639764,6.664556012314349,10.965344044904171
2021-09,8.330830960393476,37.08896367244801,18.744844248856673,5.199413236689965,12.060919837777202,5.063594788161187,13.511433255673483
2021-10,11.719285493399134,40.557463074367725,20.232982966228946,2.248056084241132,6.709577869806262,4.99312974422245,13.539504767734345
2021-11,4.656129242650305,50.45655116287795,20.23009370553893,2.4674541356551454,8.230618941390027,5.122492503845477,8.836660308042168
2021-12,8.531992396914042,37.49580712171411,26.780575645409023,3.1143522959318783,8.626148260176189,2.9895957771095327,12.461528502745232
2022-01,10.035441927150925,39.89055335137874,18.071211390856167,2.8112524256244824,9.876617597982868,4.224603557170579,15.090319749836231
2022-02,6.990381087135614,45.4453298229132,19.402019728979955,3.2903049867859524,8.8046534007433,4.401969756892936,11.665341216549043
2022-03,7.840214171704203,38.33392521942063,20.115151113071057,3.49472961212599,14.2796746317623,4.994217728224121,10.942087523691704
2022-04,8.579149568904274,35.06610978486713,24.758779117776562,5.650315180280869,7.897864989456478,5.710101665159109,12.337679693555579
2022-05,11.367043750851845,43.661488295303464,15.190646529222523,2.517866281267599,8.276350675434152,4.477435381794523,14.509169086125892
2022-06,5.6127547130707685,40.696061523430274,24.208788849988526,4.081330540402508,6.305411426837301,4.732093291784786,14.363559654485837
2022-07,7.909077889197174,42.38075818592717,20.495464332442463,3.1306665501496513,6.828989433363191,5.340241821355141,13.914801787565207
2022-08,10.90022456163939,38.78025667511735,22.100511049027354,2.328614996373659,9.89053751291197,3.256079130505606,12.743776074424664
2022-09,8.769575887293483,41.61267241475522,22.915057172937438,1.8158189414109147,5.489246825137988,6.929203770276521,12.468424988188435
2022-10,3.7525191020680886,44.78691060794929,21.778932104286934,3.921237572130439,8.228887140635047,7.4299590836755,10.101554389254705
2022-11,6.721341476290246,38.64369558229728,24.63967884903699,4.765295612328932,7.715553344892391,5.325808215064157,12.188626920090002
2022-12,6.7531753595460025,43.96123552753819,21.884834852496716,3.7608595976157497,7.166554239774153,3.9613075447647077,12.512032878264481
2023-01,10.23347656916692,41.994996467713605,18.6566293562165,2.3551816588999577,9.557049125786122,4.917655598835966,12.285011223380927
2023-02,7.50896390534116,42.96958912113888,21.35072109638522,2.017688773206555,11.979920852035802,5.531964622453587,8.641151629438792
2023-03,8.804151484241872,45.570142050326915,18.682581759426142,3.7787814142046314,8.693122950811452,3.1132119942911074,11.35800834669788
2023-04,5.877735138089185,44.828033901068544,22.353932228056244,2.826095489418748,9.689944716016655,4.374912565154686,10.049345962195941
2023-05,11.328061035040257,38.68750677488024,21.01204602536515,3.4188063756524065,7.27593308839979,7.7653389054561135,10.512307795206038
2023-06,9.631253528745209,40.58698579026125,20.507093024633107,2.6344674013037106,9.918291041034125,2.9993840735637267,13.722525140458867
2023-07,8.359981257398395,42.740838320399845,22.742975634617917,4.447565927923188,8.145633302643693,3.9163200381428385,9.64668551887413
2023-08,7.390501171402251,43.46261196649092,20.662198657631027,4.918119818277808,6.929903643193726,4.709007557338739,11.927657185665536
2023-09,9.658027169426544,35.59086834459625,21.737313815823903,2.8108049706511444,10.389596138814937,4.800061449429989,15.013328111257232
2023-10,9.84765368874314,42.18899400612279,18.13873558218883,4.099262984029002,9.633977484240916,6.125755494696582,9.965620759978744
2023-11,10.052356402721365,43.49783428250581,20.87018820595463,2.0978109481759115,6.469260666340958,3.642069609222894,13.370479885078426
2023-12,8.34634751448045,35.55090140407966,19.590963001008163,6.650163384310207,7.957782329086219,6.398712163215527,15.505130203819773
2024-01,7.415985991834628,46.28600973556589,20.85704601813174,2.0321653501450703,8.872231828957903,4.01653428756539,10.520026787799374
2024-02,8.812562194153843,44.0627177960069,19.039330930666797,2.8170457637162567,9.202219050139202,3.922843842825357,12.143280422491642
2024-03,9.535959163368158,42.79402158631281,20.874180779962366,2.2540609521337576,7.121060714208466,4.810070728700279,12.610646075314168
2024-04,6.742508862072018,44.1182396405434,20.31562042934157,3.0712295624391457,7.630612821236939,6.553760426896862,11.568028257470063
2024-05,11.082942866418094,36.56515465116934,19.88510233454492,4.395403342784603,10.081270911168698,4.540174776556598,13.449951117357747
2024-06,7.65220085686535,43.429351170932975,20.31033064991866,3.4585319221926083,10.950017322878884,4.8350836392857355,9.364484437925784
2024-07,11.652704654763687,43.132706766591916,18.6122172725046,2.070803368885327,7.62897947631853,5.896328275043124,11.006260185892815
2024-08,7.731971123037986,40.403850812836374,20.388669819175846,3.2324932797643804,9.616861817403075,6.589675766718731,12.036477381063612
2024-09,9.25464279478161,37.9482214572576,24.307868118436478,2.5140936416473347,7.3447516775175234,7.3438942103819,11.28652809997755
2024-10,8.784208796141177,36.56982735186462,19.93229360930062,3.484650689391401,11.862368269662353,5.136771966646226,14.22987931699361
2024-11,7.689605497539873,41.606052359604604,19.52528236630616,3.307584973732753,8.65300171798121,6.117716766034177,13.100756318801226
2024-12,7.317643244332241,38.70666154611332,23.614774895018165,2.947439828251604,9.122716999187846,5.944616178850016,12.346147308246818
2025-01,7.885031328739937,41.008317167257566,20.894448532417627,3.6249916382366716,11.696954831612668,3.779888658475855,11.110367843259676
2025-02,7.885859950158845,39.95594194076131,21.723514752601442,4.65904464778283,7.604999334183042,5.334144995909981,12.836494378602545
2025-03,9.789223649436591,39.9619415294875,21.747529836323547,2.555767860536745,9.45963385342405,4.44328341515722,12.042619855634351
2025-04,7.668537624743819,41.60634659578062,21.986546313383883,3.2014260079109333,8.29389022225197,5.233264168443599,12.00998906748517
2025-05,6.637133017014111,42.209815180258786,19.538375407874927,4.3016443121728125,11.464088205433875,3.564718940576644,12.284224936668844
2025-06,7.730204880439498,41.35947294697348,19.47937121871906,4.693507207407088,8.182137286782943,5.726519218096502,12.828787241581423
2025-07,8.948491102931737,37.77737648995738,23.31902334695674,2.634626969269034,9.029328653314128,5.237440906057738,13.053712531513243
2025-08,10.467810773836723,35.35358957209337,23.81493516812358,3.052208041144352,9.484756263361708,5.331546945990976,12.495153235449289
2025-09,10.393786637474397,38.81482920168562,21.985133130870825,3.003978623725781,8.083712950537938,3.3719718906702454,14.346587565035197
2025-10,10.53346206125214,38.63052623026536,20.657976312208636,3.174011794854153,7.703106963970578,4.985986565548398,14.314930071900738
2025-11,9.17032947631673,41.44622002649812,18.93318206172557,3.054729515004598,8.081235309740899,5.345757460847725,13.96854614986636
2025-12,10.40147590765688,36.896086057796964,21.317182084905788,3.323232381609204,11.280380715337458,5.709253126767908,11.072389725925797
2026-01,8.958851331675739,44.241044311011144,20.437562835093047,3.682811744414183,8.195870243803455,4.446978710844595,10.036880823157837
2026-02,8.753839484262823,39.2316083257079,24.04493867534008,3.5200288325973785,8.633605189867529,5.461280938359245,10.354698553865038
2026-03,7.155458835961778,43.358459957960235,21.38929508559556,4.011752198259815,7.952691836789523,4.37086846774926,11.761473617683823
2026-04,7.64540112386679,44.57584853065678,19.856830825418832,3.2151923531639404,8.301915514714645,5.116981593515088,11.287830058663925
2026-05,10.45336685679569,37.25830424440665,22.287067700577982,3.5042324727350644,9.632977756803012,5.434408199687006,11.429642768994594
